tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2020-08-07 00:00:00,2016,CAPITAL FEDERAL Nº 016,Ciudad Autónoma de Bs.As.,Protocolo 21,2016,05,SEDAN 5 PUERTAS,2016,RENAULT,2016,KWID ZEN 1.0,2016,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2016,VENEZUELA,2016,2016,VEN
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,2012-06-14 00:00:00,1230,ESCOBAR Nº 2,Buenos Aires,Protocolo 21,1230,05,SEDAN 5 PTAS,1230,VOLKSWAGEN,1230,GOL TREND 1.6,1230,Privado,Física,GARIN,BUENOS AIRES,No identificado,1230,ARGENTINA,1230,1230,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,1999-04-27 00:00:00,2014,CAPITAL FEDERAL Nº 014,Ciudad Autónoma de Bs.As.,Importado,2014,05,SEDAN 5 PTAS,2014,VOLKSWAGEN,2014,GOLF 1.6,2014,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2014,ARGENTINA,2014,2014,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2011-10-28 00:00:00,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,1210,05,SEDAN 5 PTAS,1210,FIAT,1210,UNO 1.4 8V,1210,Privado,Física,NUEVE DE ABRIL,BUENOS AIRES,Femenino,1210,PARAGUAY,1210,1210,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2003-07-23 00:00:00,1231,TRES DE FEBRERO Nº 5,Buenos Aires,Protocolo 21,1231,05,SEDAN 5 PTAS,1231,VOLKSWAGEN,1231,GOLF 1.6,1231,Privado,Física,PABLO PODESTÁ,BUENOS AIRES,Masculino,1231,ARGENTINA,1231,1231,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2000-08-22 00:00:00,1317,ADROGUE Nº 6,Buenos Aires,Protocolo 21,1317,05,SEDAN 5 PTAS,1317,RENAULT,1317,CLIO RN 1.9 D,1317,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1317,ARGENTINA,1317,1317,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2009-06-02 00:00:00,2025,CAPITAL FEDERAL Nº 025,Ciudad Autónoma de Bs.As.,Importado,2025,05,SEDAN 5 PTAS,2025,CHEVROLET,2025,SPARK LS,2025,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2025,ARGENTINA,2025,2025,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2016-06-14 00:00:00,1316,JOSE C. PAZ Nº 3,Buenos Aires,Protocolo 21,1316,05,SEDAN 5 PUERTAS,1316,CHEVROLET,1316,ONIX 1.4 N LT,1316,Privado,Física,JOSE C. PAZ,BUENOS AIRES,Masculino,1316,ARGENTINA,1316,1316,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2012-09-26 00:00:00,2028,CAPITAL FEDERAL Nº 028,Ciudad Autónoma de Bs.As.,Protocolo 21,2028,05,SEDAN 5 PUERTAS,2028,CHEVROLET,2028,CELTA 1.4 LT,2028,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2028,ARGENTINA,2028,2028,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2011-10-18 00:00:00,1227,LA MATANZA Nº 10,Buenos Aires,Protocolo 21,1227,05,SEDAN 5 PTAS,1227,VOLKSWAGEN,1227,CROSSFOX 1.6,1227,Privado,Física,GREGORIO DE LAFERRE,BUENOS AIRES,Masculino,1227,ARGENTINA,1227,1227,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2007-03-21 00:00:00,1203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Protocolo 21,1203,05,SEDAN 5 PTAS,1203,CITROEN,1203,C3 1.6I 16V EXCLUSIVE,1203,Privado,Física,GRAND BOURG,BUENOS AIRES,No identificado,1203,ARGENTINA,1203,1203,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2018-09-24 00:00:00,1227,LA MATANZA Nº 10,Buenos Aires,Protocolo 21,1227,05,SEDAN 5 PUERTAS,1227,TOYOTA,1227,ETIOS X 1.5 6M/T,1227,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,No identificado,1227,ARGENTINA,1227,1227,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2011-07-08 00:00:00,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,1210,05,SEDAN 5 PTAS,1210,VOLKSWAGEN,1210,GOL TREND 1.6,1210,Privado,Física,NUEVE DE ABRIL,BUENOS AIRES,No identificado,1210,ARGENTINA,1210,1210,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2018-01-08 00:00:00,1228,LA PLATA Nº 10,Buenos Aires,Protocolo 21,1228,05,SEDAN 5 PUERTAS,1228,PEUGEOT,1228,2008 FELINE 1.6,1228,Privado,Física,LA PLATA,BUENOS AIRES,Femenino,1228,ARGENTINA,1228,1228,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2006-02-16 00:00:00,1228,LA PLATA Nº 10,Buenos Aires,Protocolo 21,1228,05,SEDAN 5 PTAS,1228,FIAT,1228,UNO FIRE 1242 MPI 8V,1228,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1228,ARGENTINA,1228,1228,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2018-04-19 00:00:00,1227,LA MATANZA Nº 10,Buenos Aires,Protocolo 21,1227,05,SEDAN 5 PUERTAS,1227,PEUGEOT,1227,208 ACTIVE 1.6,1227,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,Masculino,1227,ARGENTINA,1227,1227,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2000-07-06 00:00:00,2025,CAPITAL FEDERAL Nº 025,Ciudad Autónoma de Bs.As.,Protocolo 21,2025,05,SEDAN 5 PTAS,2025,-112- RENAULT,2025,-419- CLIO RT 1.6/2000,2025,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2025,ARGENTINA,2025,2025,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,1999-04-30 00:00:00,2025,CAPITAL FEDERAL Nº 025,Ciudad Autónoma de Bs.As.,Importado,2025,05,SEDAN 5 PTAS,2025,-112-RENAULT,2025,-203-MEGANE SCENIC RXE 2.0,2025,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2025,ARGENTINA,2025,2025,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2009-01-28 00:00:00,1200,SAN MARTIN Nº 6,Buenos Aires,Protocolo 21,1200,05,SEDAN 5 PTAS,1200,FORD,1200,FIESTA AMBIENTE MP3,1200,Privado,Física,GENERAL SAN MARTIN,BUENOS AIRES,No identificado,1200,ARGENTINA,1200,1200,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,2019-10-24 00:00:00,2030,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Bs.As.,Importado,2030,05,SEDAN 5 PUERTAS,2030,VOLKSWAGEN,2030,GOLF COMFORTLINE 1.4L TSI MQ,2030,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2030,No aplica,2030,2030,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,2009-06-23 00:00:00,2031,CAPITAL FEDERAL Nº 031,Ciudad Autónoma de Bs.As.,Protocolo 21,2031,05,SEDAN 5 PTAS,2031,FIAT,2031,PUNTO ELX 1.3 JTD,2031,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2031,ARGENTINA,2031,2031,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2012-09-27 00:00:00,1204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Protocolo 21,1204,05,SEDAN 5 PTAS,1204,CITROEN,1204,C3 PICASSO 1.6I 16V SX,1204,Privado,Física,ING.PABLO NOGUES,BUENOS AIRES,No identificado,1204,ARGENTINA,1204,1204,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2004-08-03 00:00:00,2024,CAPITAL FEDERAL Nº 024,Ciudad Autónoma de Bs.As.,Protocolo 21,2024,05,SEDAN 5 PTAS,2024,CITROEN,2024,C3 1.4 HDI EXCLUSIVE,2024,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2024,ARGENTINA,2024,2024,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2014-02-19 00:00:00,2024,CAPITAL FEDERAL Nº 024,Ciudad Autónoma de Bs.As.,Importado,2024,05,SEDAN 5 PUERTAS,2024,FORD,2024,FIESTA 1.6L SE PLUS,2024,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2024,ARGENTINA,2024,2024,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2011-06-23 00:00:00,1227,LA MATANZA Nº 10,Buenos Aires,Protocolo 21,1227,05,SEDAN 5 PTAS,1227,VOLKSWAGEN,1227,GOL TREND 1.6,1227,Privado,Física,GONZÁLEZ CATÁN,BUENOS AIRES,Masculino,1227,ARGENTINA,1227,1227,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,2000-12-22 00:00:00,1228,LA PLATA Nº 10,Buenos Aires,Importado,1228,05,SEDAN 5 PTAS,1228,CITROEN,1228,XANTIA 2 SX 2.0 HDI,1228,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1228,PARAGUAY,1228,1228,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2018-01-25 00:00:00,1306,PILAR Nº 5,Buenos Aires,Protocolo 21,1306,05,SEDAN 5 PUERTAS,1306,CHEVROLET,1306,SPIN 1.8 N 7P LTZ A/T,1306,Privado,Física,VILLA ROSA,BUENOS AIRES,Femenino,1306,ARGENTINA,1306,1306,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2008-02-27 00:00:00,1311,LA MATANZA Nº 14,Buenos Aires,Protocolo 21,1311,05,SEDAN 5 PUERTAS,1311,CHEVROLET,1311,ASTRA GL 2.0,1311,Privado,Física,VIRREY DEL PINO,BUENOS AIRES,No identificado,1311,ARGENTINA,1311,1311,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2013-09-27 00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,1226,05,SEDAN 5 PUERTAS,1226,VOLKSWAGEN,1226,GOL TREND 1.6 GP,1226,Privado,Física,G. CATAN,BUENOS AIRES,Femenino,1226,ARGENTINA,1226,1226,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,2020-01-31 00:00:00,2005,CAPITAL FEDERAL Nº 005,Ciudad Autónoma de Bs.As.,Protocolo 21,2005,05,SEDAN 5 PUERTAS,2005,FIAT,2005,ARGO DRIVE 1.3,2005,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2005,ARGENTINA,2005,2005,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2017-11-29 00:00:00,1319,LA MATANZA Nº 15,Buenos Aires,Protocolo 21,1319,05,SEDAN 5 PUERTAS,1319,FIAT,1319,MOBI 1.0 8V EASY,1319,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Masculino,1319,ARGENTINA,1319,1319,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-11 00:00:00,2016-10-26 00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,1226,05,SEDAN 5 PUERTAS,1226,RENAULT,1226,NUEVO SANDERO STEPWAY PRIVILEGE,1226,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Femenino,1226,ARGENTINA,1226,1226,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,2008-03-26 00:00:00,1319,LA MATANZA Nº 15,Buenos Aires,Protocolo 21,1319,05,SEDAN 5 PTAS,1319,FORD,1319,FIESTA AMBIENTE PLUS MP3,1319,Privado,Física,PABLO PODESTA,BUENOS AIRES,Masculino,1319,ARGENTINA,1319,1319,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2018-05-11 00:00:00,1319,LA MATANZA Nº 15,Buenos Aires,Protocolo 21,1319,05,SEDAN 5 PUERTAS,1319,VOLKSWAGEN,1319,PEPPER UP! 1.0 TSI,1319,Privado,Física,GREGORIO DE LA FERRERE,BUENOS AIRES,No identificado,1319,ARGENTINA,1319,1319,ARG
COMUNICACIÓN DE RECUPERO,2022-01-17 00:00:00,2009-07-23 00:00:00,1310,LA PLATA Nº 17,Buenos Aires,Importado,1310,05,SEDAN 5 PUERTAS,1310,SUZUKI,1310,SWIFT 1.5,1310,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,1310,No aplica,1310,1310,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2016-04-13 00:00:00,1220,AVELLANEDA Nº 6,Buenos Aires,Protocolo 21,1220,05,SEDAN 5 PUERTAS,1220,PEUGEOT,1220,2008 FELINE 1.6,1220,Privado,Física,WILDE,BUENOS AIRES,Masculino,1220,ARGENTINA,1220,1220,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2016-03-15 00:00:00,2002,CAPITAL FEDERAL Nº 002,Ciudad Autónoma de Bs.As.,Protocolo 21,2002,05,SEDAN 5 PUERTAS,2002,FORD,2002,FIESTA 1.6L S,2002,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2002,ARGENTINA,2002,2002,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2016-12-27 00:00:00,1225,SAN MARTIN Nº 7,Buenos Aires,Importado,1225,05,SEDAN 5 PUERTAS,1225,CHEVROLET,1225,SONIC 1.6 LT M/T,1225,Privado,Física,GRAL SAN MARTIN,BUENOS AIRES,No identificado,1225,ARGENTINA,1225,1225,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2005-09-05 00:00:00,1220,AVELLANEDA Nº 6,Buenos Aires,Protocolo 21,1220,05,SEDAN 5 PTAS,1220,CITROEN,1220,C3 1.4 HDI EXCLUSIVE,1220,Privado,Física,WILDE,BUENOS AIRES,Femenino,1220,ARGENTINA,1220,1220,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2008-05-14 00:00:00,1317,ADROGUE Nº 6,Buenos Aires,Protocolo 21,1317,05,SEDAN 5 PTAS,1317,CHEVROLET,1317,MERIVA GL PLUS 1.8 SOHC,1317,Privado,Física,BURZACO,BUENOS AIRES,Masculino,1317,ARGENTINA,1317,1317,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2013-09-20 00:00:00,1220,AVELLANEDA Nº 6,Buenos Aires,Importado,1220,05,SEDAN 5 PTAS,1220,FIAT,1220,QUBO 1.4  8V DYNAMIC,1220,Privado,Física,SARANDÍ,BUENOS AIRES,No identificado,1220,ARGENTINA,1220,1220,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2004-08-23 00:00:00,1319,LA MATANZA Nº 15,Buenos Aires,Protocolo 21,1319,05,SEDAN 5 PTAS,1319,FORD,1319,FIESTA AMBIENTE 5P,1319,Privado,Física,GONZÁLEZ CATÁN,BUENOS AIRES,Masculino,1319,ARGENTINA,1319,1319,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,2013-07-19 00:00:00,1225,SAN MARTIN Nº 7,Buenos Aires,Protocolo 21,1225,05,SEDAN 5 PUERTAS,1225,RENAULT,1225,SANDERO AUTH. PACK II 1.6 8V,1225,Privado,Física,LOMA HERMOSA,BUENOS AIRES,No identificado,1225,PARAGUAY,1225,1225,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,2017-01-20 00:00:00,1310,LA PLATA Nº 17,Buenos Aires,Protocolo 21,1310,05,SEDAN 5 PUERTAS,1310,FIAT,1310,MOBI 1.0 8V EASY,1310,Privado,Física,LOS HORNOS,BUENOS AIRES,Masculino,1310,ARGENTINA,1310,1310,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2015-11-30 00:00:00,1311,LA MATANZA Nº 14,Buenos Aires,Protocolo 21,1311,05,SEDAN 5 PUERTAS,1311,TOYOTA,1311,ETIOS XS 1.5 M/T,1311,Privado,Física,VILLA MADERO,BUENOS AIRES,Masculino,1311,ARGENTINA,1311,1311,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,1997-08-05 00:00:00,1224,MERLO Nº 3,Buenos Aires,Protocolo 21,1224,05,SEDAN 5 PUERTAS,1224,FORD,1224,FIESTA CLX D,1224,Privado,Física,CIUDAD DE SAN ANTONIO DE PADUA,BUENOS AIRES,No identificado,1224,ARGENTINA,1224,1224,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2011-01-06 00:00:00,1311,LA MATANZA Nº 14,Buenos Aires,Protocolo 21,1311,05,SEDAN 5 PUERTAS,1311,FIAT,1311,IDEA ESSENCE 1.6 16V,1311,Privado,Física,VIRREY DEL PINO,BUENOS AIRES,No identificado,1311,ARGENTINA,1311,1311,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2009-09-04 00:00:00,1311,LA MATANZA Nº 14,Buenos Aires,Importado,1311,05,SEDAN 5 PTAS,1311,SEAT,1311,LEON 1.6,1311,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1311,ARGENTINA,1311,1311,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2013-09-23 00:00:00,1224,MERLO Nº 3,Buenos Aires,Importado,1224,05,SEDAN 5 PUERTAS,1224,MINI,1224,COOPER S COUNTRYMAN,1224,Privado,Física,CIUDAD DE SAN ANTONIO DE PADUA,BUENOS AIRES,Masculino,1224,ARGENTINA,1224,1224,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2007-11-26 00:00:00,1231,TRES DE FEBRERO Nº 5,Buenos Aires,Protocolo 21,1231,05,SEDAN 5 PTAS,1231,FIAT,1231,PUNTO ELX 1.4,1231,Privado,Física,LOMA HERMOSA,BUENOS AIRES,Masculino,1231,ARGENTINA,1231,1231,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2016-06-13 00:00:00,1305,HURLINGHAM Nº 3,Buenos Aires,Protocolo 21,1305,05,SEDAN 5 PUERTAS,1305,CITROEN,1305,C3 AIRCROSS 90 LIVE,1305,Privado,Física,VILLA TESEI,BUENOS AIRES,Masculino,1305,ARGENTINA,1305,1305,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2000-08-29 00:00:00,1223,EZEIZA Nº 1 (EX. ESTEBAN ECHEVERRIA NO 4),Buenos Aires,Protocolo 21,1223,05,SEDAN 5 PTAS,1223,FIAT,1223,PALIO EL,1223,Privado,Física,EZEIZA,BUENOS AIRES,Femenino,1223,ARGENTINA,1223,1223,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2017-01-23 00:00:00,1223,EZEIZA Nº 1 (EX. ESTEBAN ECHEVERRIA NO 4),Buenos Aires,Protocolo 21,1223,05,SEDAN 5 PUERTAS,1223,RENAULT,1223,NUEVO SANDERO STEPWAY DYNAMIQUE,1223,Privado,Física,EZEIZA,BUENOS AIRES,Femenino,1223,ARGENTINA,1223,1223,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2013-07-04 00:00:00,1225,SAN MARTIN Nº 7,Buenos Aires,Importado,1225,05,SEDAN 5 PUERTAS,1225,PEUGEOT,1225,308 GTI 200 CV,1225,Privado,Física,VILLA PROGRESO,BUENOS AIRES,Femenino,1225,ARGENTINA,1225,1225,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2019-07-26 00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,1226,05,SEDAN 5 PUERTAS,1226,FORD,1226,FIESTA 1.6L S PLUS,1226,Privado,Física,GONZÁLEZ CATÁN,BUENOS AIRES,Masculino,1226,ARGENTINA,1226,1226,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2011-10-21 00:00:00,1227,LA MATANZA Nº 10,Buenos Aires,Protocolo 21,1227,05,SEDAN 5 PTAS,1227,RENAULT,1227,SANDERO STEPWAY PH2 LUXE 1.6,1227,Privado,Física,LAFERRERE,BUENOS AIRES,Masculino,1227,ARGENTINA,1227,1227,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2020-08-07 00:00:00,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,1210,05,SEDAN 5 PUERTAS,1210,VOLKSWAGEN,1210,GOL TREND TRENDLINE 1.6 GAS 101CV MQ,1210,Privado,Física,9 DE ABRIL,BUENOS AIRES,Masculino,1210,ARGENTINA,1210,1210,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,1995-12-04 00:00:00,1221,PILAR Nº 2,Buenos Aires,Importado,1221,05,SEDAN 5 PTAS,1221,FORD,1221,FIESTA CL D,1221,Privado,Física,PILAR,BUENOS AIRES,Masculino,1221,ARGENTINA,1221,1221,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,2013-09-16 00:00:00,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Importado,1210,05,SEDAN 5 PUERTAS,1210,CHEVROLET,1210,CRUZE 1.8 LTZ,1210,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1210,ARGENTINA,1210,1210,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2007-01-02 00:00:00,1223,EZEIZA Nº 1 (EX. ESTEBAN ECHEVERRIA NO 4),Buenos Aires,Protocolo 21,1223,05,SEDAN 5 PTAS,1223,CITROEN,1223,C3 1.4 HDI EXCLUSIVE,1223,Privado,Física,EZEIZA,BUENOS AIRES,No identificado,1223,ARGENTINA,1223,1223,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2015-05-18 00:00:00,1211,QUILMES Nº 6,Buenos Aires,Protocolo 21,1211,05,SEDAN 5 PUERTAS,1211,TOYOTA,1211,ETIOS CROSS 1.5 M/T,1211,Privado,Física,SAN FRANCISCO SOLANO,BUENOS AIRES,Femenino,1211,ARGENTINA,1211,1211,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2012-05-03 00:00:00,1211,QUILMES Nº 6,Buenos Aires,Protocolo 21,1211,05,SEDAN 5 PTAS,1211,VOLKSWAGEN,1211,FOX 1.6,1211,Privado,Física,S.FCO.SOLANO -QUILMES,BUENOS AIRES,No identificado,1211,ARGENTINA,1211,1211,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2014-11-18 00:00:00,1211,QUILMES Nº 6,Buenos Aires,Protocolo 21,1211,05,SEDAN 5 PUERTAS,1211,VOLKSWAGEN,1211,GOL TREND 1.6,1211,Privado,Física,SAN FRANCISCO SOLANO,BUENOS AIRES,No identificado,1211,ARGENTINA,1211,1211,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2021-02-25 00:00:00,1211,QUILMES Nº 6,Buenos Aires,Protocolo 21,1211,05,SEDAN 5 PUERTAS,1211,VOLKSWAGEN,1211,GOL TREND TRENDLINE 1.6 GAS 101CV MQ,1211,Privado,Física,SAN FRANCISCO SOLANO,BUENOS AIRES,No identificado,1211,ARGENTINA,1211,1211,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2012-04-03 00:00:00,2011,CAPITAL FEDERAL Nº 011,Ciudad Autónoma de Bs.As.,Protocolo 21,2011,05,SEDAN 5 PTAS,2011,VOLKSWAGEN,2011,GOL TREND 1.6,2011,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2011,ARGENTINA,2011,2011,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,2011-11-09 00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,1226,05,SEDAN 5 PTAS,1226,VOLKSWAGEN,1226,GOL 1.4 L,1226,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1226,ARGENTINA,1226,1226,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2013-08-15 00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,1226,05,SEDAN 5 PUERTAS,1226,FIAT,1226,UNO FIRE 1242 MPI 8V,1226,Privado,Física,G. CATAN,BUENOS AIRES,No identificado,1226,ARGENTINA,1226,1226,ARG
